,subject_id,round,rate1,rate2,treatment,max_labor,chosen_labor,personality,raw_response
6341,42,16,25,40,4,440,20.0,neutral,I would like to earn an income of 400 cents.
6342,43,16,25,40,4,440,20.0,neutral,I choose to work for 400 cents.
6343,44,16,25,40,4,440,20.0,neutral,I would like to choose an income of 400 cents.
6344,45,16,25,40,4,440,20.0,neutral,I would like to choose an income of 400 cents. 
6345,46,16,25,40,4,440,20.0,neutral,"I will choose to work for 400 cents. 

This means my tax payment will be 100 cents, resulting in a payoff of 300 cents."
6346,47,16,25,40,4,440,20.0,neutral,I would like to earn an income of 400 cents.
6347,48,16,25,40,4,440,20.0,neutral,I choose to work for 400 cents.
6348,49,16,25,40,4,440,20.0,neutral,I would like to work for an income of 400 cents.
6349,50,16,25,40,4,440,20.0,neutral,I would like to choose an income of 400 cents.
6350,51,16,25,40,4,440,20.0,neutral,I would like to choose an income of 400 cents.
6351,52,16,25,40,4,440,20.0,neutral,I would like to work for an income of 400 cents.
6352,53,16,25,40,4,440,20.0,neutral,I would like to earn an income of 400 cents. 
6353,54,16,25,40,4,440,20.0,neutral,I would like to earn an income of 400 cents.
6354,55,16,25,40,4,440,20.0,neutral,I will choose to work for 400 cents.
6355,56,16,25,40,4,440,20.0,neutral,I will choose to earn an income of 400 cents.
6356,57,16,25,40,4,440,20.0,neutral,I would like to earn an income of 400 cents.
6357,58,16,25,40,4,440,20.0,neutral,I would like to earn an income of 400 cents.
6358,59,16,25,40,4,440,20.0,neutral,I would like to choose an income of 400 cents.
6359,60,16,25,40,4,440,2.0,neutral,"Since the tax rate is 40% for an income exceeding 400 cents, choosing an income of 440 cents would result in a tax payment of 176 cents (40% of 440 cents). Your payoff would be 440 - 176 = 264 cents.

If you choose an income of 400 cents or less, the tax rate would be 25%. For example, if you choose 400 cents, the tax payment would be 100 cents (25% of 400 cents), and your payoff would be 400 - 100 = 300 cents.

Given this information:

- If you choose 440 cents, your payoff would be 264 cents.
- If you choose 400 cents, your payoff would be 300 cents.

It seems more beneficial to choose 400 cents to maximize your payoff. 

What would you like to choose? 400 cents or another income?"
6360,61,16,25,40,4,440,20.0,neutral,I would like to work for an income of 400 cents.
6361,62,16,25,40,4,440,20.0,neutral,I will choose an income of 400 cents.
6362,63,16,25,40,4,440,20.0,neutral,"I will choose an income of 400 cents. 

This means my tax payment will be 25% of 400 cents, which is 100 cents. Therefore, my payoff will be 400 cents - 100 cents = 300 cents."
6363,64,16,25,40,4,440,20.0,neutral,I would like to work for 400 cents.
6364,65,16,25,40,4,440,20.0,neutral,I would like to work for 400 cents.
6365,66,16,25,40,4,440,20.0,neutral,"I will choose to work for 400 cents. 

This way, my tax payment will be 25% of 400 cents, which is 100 cents. My payoff will then be 300 cents."
6366,67,16,25,40,4,440,20.0,neutral,I will choose to work for 400 cents.
6367,68,16,25,40,4,440,2.0,neutral,"For this round with a tax rate of 40% on an income of 440 cents, your tax payment would be 176 cents (40% of 440 cents). This would leave you with a payoff of 264 cents (440 cents - 176 cents).

If you would prefer to choose a lower income, let’s evaluate your options based on the tax rates:

- If you choose an income of 400 cents, your tax payment would be 100 cents (25% of 400 cents), leaving you with a payoff of 300 cents (400 cents - 100 cents).
- If you choose an income of 360 cents, your tax payment would be 90 cents (25% of 360 cents), leaving you with a payoff of 270 cents (360 cents - 90 cents).
- If you choose an income of 300 cents, your tax payment would be 75 cents (25% of 300 cents), leaving you with a payoff of 225 cents (300 cents - 75 cents).

Given this information, please indicate whether you want to work for 440 cents, or choose a different income."
6368,69,16,25,40,4,440,20.0,neutral,I would like to choose an income of 400 cents.
6369,70,16,25,40,4,440,20.0,neutral,I would like to earn an income of 400 cents.
6370,71,16,25,40,4,440,20.0,neutral,"I will choose an income of 400 cents. This way, my tax payment will be 100 cents (25% of 400 cents), and my payoff will be 300 cents."
6371,72,16,25,40,4,440,20.0,neutral,"I will choose an income of 400 cents. 

This way, my tax payment will be 25% of 400 cents, which is 100 cents. My payoff will be 400 cents - 100 cents = 300 cents. 

So, I choose to work for 400 cents."
6372,73,16,25,40,4,440,20.0,neutral,I choose to work for 400 cents.
6373,74,16,25,40,4,440,20.0,neutral,I choose to work for 400 cents.
6374,75,16,25,40,4,440,20.0,neutral,"I will choose to work for 400 cents. 

This way, my tax payment will be 25% of 400 cents, which is 100 cents. My payoff will be 400 - 100 = 300 cents."
6375,76,16,25,40,4,440,20.0,neutral,I would like to work for an income of 400 cents.
6376,77,16,25,40,4,440,20.0,neutral,I will choose to work for 400 cents.
6377,78,16,25,40,4,440,20.0,neutral,I would like to work for an income of 400 cents.
6378,79,16,25,40,4,440,20.0,neutral,"I will choose an income of 400 cents. This way, my tax payment will be 100 cents (25% of 400 cents), resulting in a payoff of 300 cents."
6379,80,16,25,40,4,440,20.0,neutral,I would like to choose an income of 400 cents.
6380,81,16,25,40,4,440,20.0,neutral,I would like to work for an income of 400 cents.
6381,82,16,25,40,4,440,22.0,neutral,"Given the tax rates for this round, choosing an income of 440 cents would result in a tax payment of 40% on the entire income, which would be 176 cents. 

Your payoff for choosing 440 cents would be:
440 cents (income) - 176 cents (tax) = 264 cents.

If you would like to earn a different income and maximize your payoff, you might consider choosing an income of 400 cents or lower, where the tax rate is only 25%. For example:

- If you choose 400 cents, your tax payment would be 100 cents, resulting in a payoff of 300 cents.
- If you choose less than 400 cents, you will still get a higher payoff compared to 440 cents.

Please indicate if you would like to choose 440 cents or a different income."
6382,83,16,25,40,4,440,20.0,neutral,I will choose an income of 400 cents.
6383,84,16,25,40,4,440,20.0,neutral,I would like to work for 400 cents.
6384,85,16,25,40,4,440,20.0,neutral,I choose to work for an income of 400 cents.
6385,86,16,25,40,4,440,20.0,neutral,I would like to work for an income of 400 cents.
6386,87,16,25,40,4,440,20.0,neutral,I would like to choose an income of 400 cents.
6387,88,16,25,40,4,440,20.0,neutral,I would like to choose an income of 400 cents.
6388,89,16,25,40,4,440,20.0,neutral,I will choose to earn an income of 400 cents.
6389,90,16,25,40,4,440,22.0,neutral,"Please let me know the income you would like to choose for this round. Remember, if you choose 440 cents, you will be taxed at 40%. If you prefer a different income, please specify how much you would like to earn, keeping in mind the tax rates."
6390,91,16,25,40,4,440,20.0,neutral,I will choose an income of 400 cents to avoid the higher tax rate.
6391,92,16,25,40,4,440,20.0,neutral,I would like to work for an income of 400 cents.
6392,93,16,25,40,4,440,20.0,neutral,I would like to choose an income of 400 cents.
6393,94,16,25,40,4,440,20.0,neutral,I would like to work for an income of 400 cents.
6394,95,16,25,40,4,440,20.0,neutral,"I will choose an income of 400 cents. 

This way, my tax payment will be 25% of 400 cents, which is 100 cents. Hence, my payoff will be 400 - 100 = 300 cents."
6395,96,16,25,40,4,440,20.0,neutral,I choose to work for 400 cents.
6396,97,16,25,40,4,440,20.0,neutral,"I will choose an income of 400 cents. 

This will result in a tax payment of 100 cents (25% of 400 cents), leading to a payoff of 300 cents. Choosing 400 cents allows me to minimize my tax payment while still earning a decent income."
6397,98,16,25,40,4,440,20.0,neutral,I will choose to work for 400 cents.
6398,99,16,25,40,4,440,20.0,neutral,I would like to work for an income of 400 cents.
6399,100,16,25,40,4,440,20.0,neutral,I will choose an income of 400 cents.
6400,1,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6401,2,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents.
6402,3,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6403,4,1,25,25,5,400,20.0,neutral,I would like to work for 400 cents.
6404,5,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents.
6405,6,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6406,7,1,25,25,5,400,20.0,neutral,I choose to earn the maximum income of 400 cents.
6407,8,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6408,9,1,25,25,5,400,20.0,neutral,"I'll choose to work for 400 cents. 

Now, let's calculate the tax payment and payoff:

- Tax payment: 400 cents * 25% = 100 cents
- Payoff: 400 cents - 100 cents = 300 cents

So, I will proceed with an income of 400 cents."
6409,10,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6410,11,1,25,25,5,400,20.0,neutral,I would like to earn an income of 400 cents.
6411,12,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6412,13,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6413,14,1,25,25,5,400,20.0,neutral,I would like to choose an income of 400 cents.
6414,15,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6415,16,1,25,25,5,400,20.0,neutral,I will choose to earn an income of 400 cents.
6416,17,1,25,25,5,400,20.0,neutral,I would like to work for 400 cents.
6417,18,1,25,25,5,400,20.0,neutral,I will choose 400 cents as my income for this round.
6418,19,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6419,20,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6420,21,1,25,25,5,400,20.0,neutral,I will choose to earn 400 cents.
6421,22,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6422,23,1,25,25,5,400,20.0,neutral,I choose to earn an income of 400 cents for this round.
6423,24,1,25,25,5,400,20.0,neutral,I choose an income of 400 cents.
6424,25,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6425,26,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6426,27,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents.
6427,28,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents.
6428,29,1,25,25,5,400,20.0,neutral,I will choose to earn an income of 400 cents.
6429,30,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6430,31,1,25,25,5,400,20.0,neutral,I would like to work for the maximum income of 400 cents.
6431,32,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents.
6432,33,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents.
6433,34,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6434,35,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6435,36,1,25,25,5,400,20.0,neutral,I will choose to work for the maximum income of 400 cents.
6436,37,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents.
6437,38,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents for this round.
6438,39,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6439,40,1,25,25,5,400,20.0,neutral,"I will choose to work for 400 cents. This will result in a tax payment of 100 cents, leading to a payoff of 300 cents after taxes."
6440,41,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6441,42,1,25,25,5,400,20.0,neutral,I choose to earn an income of 400 cents.
6442,43,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6443,44,1,25,25,5,400,20.0,neutral,I would like to work for the maximum income of 400 cents.
6444,45,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6445,46,1,25,25,5,400,20.0,neutral,I will choose to earn 400 cents.
6446,47,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6447,48,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6448,49,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6449,50,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6450,51,1,25,25,5,400,20.0,neutral,I will choose to earn 400 cents.
6451,52,1,25,25,5,400,20.0,neutral,I will choose to earn the maximum income of 400 cents.
6452,53,1,25,25,5,400,20.0,neutral,"I choose to earn the maximum income of 400 cents. 

Tax payment: 25% of 400 cents = 100 cents  
Payoff: 400 cents - 100 cents = 300 cents 

I'm ready to proceed."
6453,54,1,25,25,5,400,20.0,neutral,I will choose to earn an income of 400 cents.
6454,55,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents.
6455,56,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6456,57,1,25,25,5,400,20.0,neutral,I choose an income of 400 cents.
6457,58,1,25,25,5,400,20.0,neutral,I would like to choose an income of 400 cents.
6458,59,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6459,60,1,25,25,5,400,20.0,neutral,I will choose to work for an income of 400 cents. 
6460,61,1,25,25,5,400,20.0,neutral,I will choose to earn an income of 400 cents.
6461,62,1,25,25,5,400,20.0,neutral,I would like to choose an income of 400 cents.
6462,63,1,25,25,5,400,20.0,neutral,I would like to choose an income of 400 cents.
6463,64,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6464,65,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6465,66,1,25,25,5,400,20.0,neutral,I will choose to earn an income of 400 cents.
6466,67,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6467,68,1,25,25,5,400,20.0,neutral,I choose to work for an income of 400 cents.
6468,69,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6469,70,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6470,71,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6471,72,1,25,25,5,400,20.0,neutral,I would like to work for 400 cents.
6472,73,1,25,25,5,400,20.0,neutral,I would like to work for 400 cents.
6473,74,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents.
6474,75,1,25,25,5,400,20.0,neutral,"I will choose to work for 400 cents. 

- Income: 400 cents
- Tax Payment: 400 cents * 25% = 100 cents
- Payoff: 400 cents - 100 cents = 300 cents

Let's proceed to the next round."
6475,76,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6476,77,1,25,25,5,400,20.0,neutral,I choose to work for the maximum income of 400 cents.
6477,78,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents.
6478,79,1,25,25,5,400,20.0,neutral,I will choose to earn 400 cents.
6479,80,1,25,25,5,400,20.0,neutral,I will choose to earn an income of 400 cents.
6480,81,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents.
6481,82,1,25,25,5,400,20.0,neutral,I will choose to earn an income of 400 cents.
6482,83,1,25,25,5,400,20.0,neutral,I will choose to earn the maximum income of 400 cents.
6483,84,1,25,25,5,400,20.0,neutral,I choose to earn 400 cents.
6484,85,1,25,25,5,400,20.0,neutral,I choose to work for the maximum income of 400 cents.
6485,86,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6486,87,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6487,88,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents.
6488,89,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6489,90,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6490,91,1,25,25,5,400,20.0,neutral,I will choose an income of 400 cents.
6491,92,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6492,93,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6493,94,1,25,25,5,400,20.0,neutral,I will choose to work for the maximum income of 400 cents.
6494,95,1,25,25,5,400,20.0,neutral,I would like to choose an income of 400 cents.
6495,96,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents. 
6496,97,1,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6497,98,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6498,99,1,25,25,5,400,20.0,neutral,I choose to earn an income of 400 cents. 
6499,100,1,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6500,1,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6501,2,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6502,3,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6503,4,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6504,5,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6505,6,2,25,25,5,560,28.0,neutral,I'll choose to earn an income of 560 cents.
6506,7,2,25,25,5,560,28.0,neutral,"I will work for an income of 560 cents. 

Now, let’s calculate the tax payment and payoff: 

Tax payment = 560 cents * 25% = 140 cents.  
Payoff = 560 cents - 140 cents = 420 cents. 

Thank you! I am ready for the next round."
6507,8,2,25,25,5,560,28.0,neutral,I would like to work for 560 cents.
6508,9,2,25,25,5,560,28.0,neutral,I would like to work for an income of 560 cents.
6509,10,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6510,11,2,25,25,5,560,28.0,neutral,I choose an income of 560 cents.
6511,12,2,25,25,5,560,28.0,neutral,I choose to earn an income of 560 cents.
6512,13,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6513,14,2,25,25,5,560,28.0,neutral,I would like to earn 560 cents.
6514,15,2,25,25,5,560,28.0,neutral,I choose to work for 560 cents.
6515,16,2,25,25,5,560,28.0,neutral,I choose to earn an income of 560 cents.
6516,17,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6517,18,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6518,19,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6519,20,2,25,25,5,560,28.0,neutral,I choose to work for 560 cents.
6520,21,2,25,25,5,560,28.0,neutral,I choose to earn an income of 560 cents.
6521,22,2,25,25,5,560,28.0,neutral,I will choose to work for 560 cents.
6522,23,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6523,24,2,25,25,5,560,28.0,neutral,I will choose to work for 560 cents.
6524,25,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6525,26,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6526,27,2,25,25,5,560,28.0,neutral,I will choose to work for 560 cents.
6527,28,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6528,29,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6529,30,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6530,31,2,25,25,5,560,28.0,neutral,"I will choose to earn 560 cents. 

Tax payment: 560 cents * 25% = 140 cents.  
Payoff: 560 cents - 140 cents = 420 cents. 

I am ready to proceed with 560 cents."
6531,32,2,25,25,5,560,28.0,neutral,I choose to earn an income of 560 cents.
6532,33,2,25,25,5,560,28.0,neutral,I would like to work for 560 cents.
6533,34,2,25,25,5,560,28.0,neutral,I choose to work for 560 cents.
6534,35,2,25,25,5,560,0.05,neutral,"Let's calculate the payoff for different income choices. 

If you choose to earn:

1. **560 cents**:
   - Tax payment = 560 cents * 25% = 140 cents
   - Payoff = 560 cents - 140 cents = 420 cents

2. **500 cents**:
   - Tax payment = 500 cents * 25% = 125 cents
   - Payoff = 500 cents - 125 cents = 375 cents

3. **400 cents**:
   - Tax payment = 400 cents * 25% = 100 cents
   - Payoff = 400 cents - 100 cents = 300 cents

4. **300 cents**:
   - Tax payment = 300 cents * 25% = 75 cents
   - Payoff = 300 cents - 75 cents = 225 cents

5. **200 cents**:
   - Tax payment = 200 cents * 25% = 50 cents
   - Payoff = 200 cents - 50 cents = 150 cents

6. **100 cents**:
   - Tax payment = 100 cents * 25% = 25 cents
   - Payoff = 100 cents - 25 cents = 75 cents

7. **0 cents**:
   - Tax payment = 0 cents * 25% = 0 cents
   - Payoff = 0 cents - 0 cents = 0 cents

Please let me know which income you'd like to choose!"
6535,36,2,25,25,5,560,28.0,neutral,I would like to work for an income of 560 cents.
6536,37,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6537,38,2,25,25,5,560,28.0,neutral,I choose to work for an income of 560 cents.
6538,39,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6539,40,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6540,41,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6541,42,2,25,25,5,560,28.0,neutral,I would like to work for an income of 560 cents.
6542,43,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6543,44,2,25,25,5,560,28.0,neutral,"I'll choose to earn 560 cents. 

Here’s the breakdown of calculations:
- Tax payment: 560 cents * 25% = 140 cents
- Payoff: 560 cents - 140 cents = 420 cents

Ready to proceed with 560 cents for this round!"
6544,45,2,25,25,5,560,28.0,neutral,I choose to work for 560 cents.
6545,46,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6546,47,2,25,25,5,560,28.0,neutral,I will choose to earn 560 cents.
6547,48,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6548,49,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6549,50,2,25,25,5,560,28.0,neutral,I will choose to earn an income of 560 cents.
6550,51,2,25,25,5,560,28.0,neutral,I choose to work for 560 cents.
6551,52,2,25,25,5,560,28.0,neutral,I choose to earn an income of 560 cents.
6552,53,2,25,25,5,560,28.0,neutral,I will choose to work for 560 cents.
6553,54,2,25,25,5,560,28.0,neutral,I will choose to earn an income of 560 cents.
6554,55,2,25,25,5,560,28.0,neutral,I choose to work for 560 cents.
6555,56,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6556,57,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6557,58,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents. 
6558,59,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6559,60,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6560,61,2,25,25,5,560,28.0,neutral,I will choose to earn an income of 560 cents.
6561,62,2,25,25,5,560,28.0,neutral,"I would like to earn an income of 560 cents. 

This means that my tax payment would be 25% of 560 cents, which is 140 cents. My payoff would then be 560 cents - 140 cents = 420 cents."
6562,63,2,25,25,5,560,28.0,neutral,I would like to work for 560 cents.
6563,64,2,25,25,5,560,28.0,neutral,"I'll choose an income of 560 cents. 

Now, let's calculate the tax payment:

Tax payment = Income x Tax rate
Tax payment = 560 cents x 25% = 140 cents

Now, let's calculate the payoff:

Payoff = Chosen income - Tax payment
Payoff = 560 cents - 140 cents = 420 cents

So I'll proceed with an income of 560 cents, resulting in a tax payment of 140 cents and a payoff of 420 cents."
6564,65,2,25,25,5,560,28.0,neutral,I would like to work for an income of 560 cents.
6565,66,2,25,25,5,560,28.0,neutral,I choose to work for 560 cents.
6566,67,2,25,25,5,560,28.0,neutral,I will choose to earn an income of 560 cents.
6567,68,2,25,25,5,560,28.0,neutral,I would like to work for 560 cents.
6568,69,2,25,25,5,560,28.0,neutral,I will choose to earn 560 cents.
6569,70,2,25,25,5,560,28.0,neutral,I would like to work for 560 cents.
6570,71,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6571,72,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6572,73,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6573,74,2,25,25,5,560,28.0,neutral,I will choose to work for 560 cents.
6574,75,2,25,25,5,560,28.0,neutral,I will choose to work for 560 cents.
6575,76,2,25,25,5,560,28.0,neutral,I would like to work for 560 cents.
6576,77,2,25,25,5,560,28.0,neutral,I choose an income of 560 cents.
6577,78,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6578,79,2,25,25,5,560,28.0,neutral,I would like to work for 560 cents.
6579,80,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6580,81,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6581,82,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6582,83,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6583,84,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6584,85,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6585,86,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6586,87,2,25,25,5,560,28.0,neutral,I will choose to work for 560 cents.
6587,88,2,25,25,5,560,28.0,neutral,I would like to work for 560 cents.
6588,89,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6589,90,2,25,25,5,560,28.0,neutral,I'll choose an income of 560 cents.
6590,91,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6591,92,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6592,93,2,25,25,5,560,28.0,neutral,"I would like to choose an income of 560 cents. 

Calculating the tax payment: 
Tax payment = 560 cents * 25% = 140 cents. 

My payoff would be: 
Payoff = 560 cents - 140 cents = 420 cents. 

I will proceed with the income of 560 cents."
6593,94,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6594,95,2,25,25,5,560,28.0,neutral,I would like to choose an income of 560 cents.
6595,96,2,25,25,5,560,28.0,neutral,I choose to work for 560 cents.
6596,97,2,25,25,5,560,21.0,neutral,"I will choose to work for 420 cents. 

This means my tax payment will be 105 cents (25% of 420), resulting in a payoff of 315 cents."
6597,98,2,25,25,5,560,28.0,neutral,I would like to earn an income of 560 cents.
6598,99,2,25,25,5,560,28.0,neutral,I choose an income of 560 cents.
6599,100,2,25,25,5,560,28.0,neutral,I will choose an income of 560 cents.
6600,1,3,25,25,5,400,20.0,neutral,I would like to work for the maximum income of 400 cents.
6601,2,3,25,25,5,400,20.0,neutral,I will choose to earn an income of 400 cents.
6602,3,3,25,25,5,400,20.0,neutral,I choose to work for the maximum income of 400 cents.
6603,4,3,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6604,5,3,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6605,6,3,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6606,7,3,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6607,8,3,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6608,9,3,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6609,10,3,25,25,5,400,20.0,neutral,I choose to earn the income of 400 cents.
6610,11,3,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6611,12,3,25,25,5,400,20.0,neutral,I choose to work for an income of 400 cents.
6612,13,3,25,25,5,400,20.0,neutral,I will choose to earn an income of 400 cents.
6613,14,3,25,25,5,400,20.0,neutral,I would like to work for 400 cents.
6614,15,3,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6615,16,3,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6616,17,3,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6617,18,3,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6618,19,3,25,25,5,400,20.0,neutral,I would like to choose an income of 400 cents.
6619,20,3,25,25,5,400,30.0,neutral,"You can choose an income of up to 600 cents. If you choose an income of 400 cents, your tax payment will be 100 cents, resulting in a payoff of 300 cents.

Please indicate your preferred income (up to 600 cents): 400 cents or another amount."
6620,21,3,25,25,5,400,20.0,neutral,"You can choose to earn an income of 400 cents. If you decide to work for the full amount, your tax payment will be 100 cents, leaving you with a payoff of 300 cents. 

If you would like to choose a different income, please specify the amount (up to 600 cents, noting that 20 cents corresponds to 1 task)."
6621,22,3,25,25,5,400,20.0,neutral,I choose to work for an income of 400 cents.
6622,23,3,25,25,5,400,20.0,neutral,I would like to choose an income of 400 cents.
6623,24,3,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6624,25,3,25,25,5,400,20.0,neutral,I will choose to work for 400 cents.
6625,26,3,25,25,5,400,20.0,neutral,I will choose to earn an income of 400 cents.
6626,27,3,25,25,5,400,20.0,neutral,I choose to work for the maximum income of 400 cents.
6627,28,3,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6628,29,3,25,25,5,400,20.0,neutral,"To calculate your payoff for different income levels, let's examine the options you may choose.

If you choose an income of 400 cents:
- Tax payment: 400 cents * 25% = 100 cents
- Payoff: 400 cents - 100 cents = 300 cents

If you choose a lower income, your payoff will also be lower, and you will have fewer tasks to complete. 

You can choose any amount up to 400 cents. Please let me know your decision: do you want to work for 400 cents or a different income?"
6629,30,3,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
6630,31,3,25,25,5,400,20.0,neutral,I will choose to work for an income of 400 cents.
6631,32,3,25,25,5,400,20.0,neutral,I choose to work for 400 cents.
